,BCT_CODBUR,CTR_MATFIS,CTR_CATEGO_X,FJU_CODFJU,CTR_CESSAT,ACT_CODACT,CTR_RATISS,EXE_EXERCI
13490,252,11929,1,99,0,4608,0,2014
13491,247,15304,0,22,0,4204,0,2014
13492,71,2366,2,99,0,6271,0,2013
13493,403,10933,0,22,0,4414,0,2013
13494,241,14963,0,22,0,3910,0,2017
13495,217,13935,2,99,0,6306,0,2016
13496,34,995,0,22,0,4206,0,2015
13497,43,5115,0,22,0,4804,0,2015
13498,242,1540,0,22,0,4413,0,2013
13499,137,3163,0,22,0,4221,0,2015
13500,122,6499,2,99,0,6307,0,2014
13501,42,5979,2,99,0,6272,0,2014
13502,248,3193,0,22,0,6310,0,2015
13503,234,8894,1,99,0,5907,0,2015
13504,21,919,2,99,0,6260,0,2018
13505,116,10329,1,99,0,4221,0,2014
13506,404,13571,0,22,0,6416,0,2016
13507,61,13583,0,22,0,1012,0,2016
13508,141,6999,2,99,0,6308,0,2014
13509,241,14266,1,99,0,2602,0,2016
13510,113,8367,1,99,0,4203,0,2013
13511,303,2699,2,99,0,6260,0,2014
13512,85,11176,2,99,0,6260,0,2013
13513,69,14161,0,22,0,6401,0,2013
13514,134,4612,0,22,0,3601,0,2013
13515,161,15384,1,99,1,2801,0,2017
13516,197,7706,0,22,0,3910,0,2015
13517,401,12946,2,99,0,6307,0,2014
13518,700,13178,0,21,0,2914,0,2016
13519,402,3762,0,22,0,4813,0,2014
13520,255,6238,0,21,0,4216,0,2018
13521,700,10690,0,23,0,3912,0,2015
13522,700,10317,0,22,0,3999,0,2014
13523,273,14505,0,22,0,3910,0,2014
13524,121,3042,0,21,0,5614,0,2014
13525,182,10839,0,21,0,4405,0,2017
13526,71,4649,0,22,0,5904,0,2013
13527,75,14091,1,99,0,4204,0,2015
13528,700,12278,0,22,0,4813,0,2016
13529,62,127,0,22,0,6301,0,2015
13530,65,11516,0,22,0,3404,0,2013
13531,103,6952,0,21,0,5507,0,2014
13532,404,11394,0,22,0,4215,0,2013
13533,198,13830,0,21,0,5703,0,2018
13534,413,921,0,22,0,4203,0,2017
13535,196,14821,0,22,0,4207,0,2015
13536,234,2961,1,99,0,4550,0,2013
13537,401,13804,0,22,0,4802,0,2014
13538,51,13042,0,21,0,2707,0,2018
13539,122,296,1,99,0,4307,0,2015
13540,241,7071,0,22,0,5614,0,2018
13541,101,8451,1,99,0,2303,0,2017
13542,15,8259,0,22,1,3912,0,2016
13543,500,5126,0,22,0,4214,0,2013
13544,241,13453,2,99,0,6105,0,2015
13545,273,5590,0,22,0,4216,0,2014
13546,222,824,1,99,0,4401,0,2013
13547,500,14398,0,22,0,3203,0,2013
13548,223,9000,2,99,0,6102,0,2013
13549,700,289,0,21,0,5651,0,2013
13550,46,10998,0,23,0,6105,0,2013
13551,16,8486,0,22,0,6312,0,2013
13552,193,5588,1,99,0,4552,0,2018
13553,246,12747,0,23,0,4804,0,2013
13554,111,12364,1,99,0,4204,0,2017
13555,172,4242,0,22,0,4999,0,2013
13556,161,11433,0,22,0,6418,0,2017
13557,246,9893,2,99,0,6306,0,2017
13558,401,13717,0,22,0,4804,0,2014
13559,62,13586,0,22,0,4708,0,2013
13560,172,10948,0,22,0,4804,0,2014
13561,238,220,1,99,0,5503,0,2013
13562,103,2155,1,99,0,2601,0,2014
13563,196,3144,0,23,0,4101,0,2014
13564,247,7145,1,99,0,4308,0,2014
13565,700,741,0,21,0,3802,0,2013
13566,141,10870,1,99,0,4607,0,2013
13567,15,7012,2,99,1,6306,0,2013
13568,700,3258,0,23,0,2702,0,2014
13569,153,10968,1,99,0,4204,0,2013
13570,243,12922,0,29,0,4204,0,2014
13571,193,4092,1,99,0,1013,0,2015
13572,201,4661,0,22,0,4101,0,2016
13573,73,6167,1,99,0,2602,0,2015
13574,500,1401,0,22,0,5401,0,2014
13575,291,13146,0,22,0,3604,0,2013
13576,47,8019,0,22,0,4204,0,2014
13577,406,12709,0,22,0,4204,0,2014
13578,248,13490,0,22,0,4809,0,2016
13579,500,11702,0,22,0,5606,0,2013
13580,255,4273,2,99,0,6302,0,2015
13581,181,12579,2,99,0,6102,0,2017
13582,42,4695,2,99,0,6211,0,2016
13583,700,8575,0,22,0,3301,0,2016
13584,14,1973,2,99,0,6215,0,2013
13585,201,14849,2,99,0,6289,0,2015
13586,217,12848,0,22,0,2603,0,2017
13587,113,8367,1,99,0,4203,0,2015
13588,75,10641,0,23,0,4204,0,2015
13589,222,2624,0,22,0,3602,0,2017
13590,196,9536,1,99,0,5309,0,2015
13591,254,596,0,22,0,5704,0,2015
13592,246,1350,0,23,0,4607,0,2014
13593,700,8448,0,22,0,5651,0,2015
13594,403,3986,2,99,0,6306,0,2014
13595,403,7831,1,99,0,2703,0,2014
13596,248,5443,0,22,0,2903,0,2014
13597,15,11628,0,22,0,6208,0,2013
13598,246,15338,2,99,0,6102,0,2013
13599,500,4264,0,22,0,3701,0,2015
13600,401,12378,1,99,0,4221,0,2016
13601,44,7946,0,22,0,5103,0,2014
13602,15,12504,0,22,0,5703,0,2014
13603,122,4552,2,99,0,6306,0,2014
13604,211,4169,1,99,0,4101,0,2015
13605,411,14731,1,99,0,5309,0,2014
13606,113,15554,1,99,0,4221,0,2015
13607,241,2775,0,22,0,5708,0,2016
13608,125,3624,1,99,0,4204,0,2014
13609,22,6448,0,22,0,5102,0,2015
13610,92,3570,0,22,0,2201,0,2016
13611,248,1209,2,99,0,6278,0,2013
13612,193,724,0,22,0,4413,0,2013
13613,161,3375,1,99,0,4221,0,2016
13614,255,4660,1,99,0,5714,0,2016
13615,303,2095,1,99,0,4605,0,2015
13616,241,11892,1,99,0,5705,0,2013
13617,43,6023,1,99,0,4204,0,2013
13618,105,2154,1,99,0,4410,0,2014
13619,62,11723,0,22,0,4101,0,2014
13620,15,13624,2,99,0,6272,0,2014
13621,410,3465,0,22,0,3912,0,2014
13622,197,4301,0,22,0,2404,0,2013
13623,246,14429,0,22,0,6101,0,2014
13624,255,2934,0,22,0,4813,0,2013
13625,193,12783,2,99,1,6276,0,2014
13626,403,12649,0,23,0,3912,0,2016
13627,61,13124,0,22,0,4204,0,2017
13628,48,1666,1,99,0,4552,0,2013
13629,153,6245,1,99,0,4221,0,2014
13630,251,7512,0,22,0,5811,0,2014
13631,201,1584,1,99,0,4204,0,2013
13632,248,5076,0,23,0,4414,0,2016
13633,500,13743,0,21,0,4505,0,2016
13634,15,7748,0,21,0,3405,0,2015
13635,302,2532,2,99,0,6214,0,2013
13636,700,32,0,21,0,4405,0,2013
13637,404,10834,0,22,0,6312,0,2014
13638,202,5977,1,99,0,4204,0,2013
13639,255,8152,0,21,0,4404,0,2017
13640,62,14238,0,22,0,4711,0,2013
13641,412,3805,0,29,0,6105,0,2015
13642,255,5684,0,22,0,1014,0,2017
13643,248,14562,2,99,0,6303,0,2015
13644,71,12883,1,99,0,2915,0,2014
13645,601,2062,0,22,0,3703,0,2014
13646,254,13975,2,99,0,6308,0,2014
13647,81,7477,0,22,0,6401,0,2014
13648,304,7088,2,99,0,6307,0,2014
13649,601,2941,0,23,0,4802,0,2013
13650,193,14910,2,99,0,6306,0,2015
13651,69,12483,0,22,0,3501,0,2015
13652,16,1959,2,99,0,6306,0,2016
13653,21,15200,0,22,0,2405,0,2015
13654,261,1292,0,23,0,5401,0,2015
13655,19,12718,0,22,0,5805,0,2014
13656,404,1311,0,21,0,6105,0,2015
13657,201,3275,1,99,0,5703,0,2013
13658,413,6940,1,99,0,4111,0,2013
13659,222,11777,2,99,0,6276,0,2014
13660,500,6045,0,22,0,3109,0,2013
13661,238,220,1,99,0,5503,0,2016
13662,700,822,0,21,0,5318,0,2015
13663,141,8589,1,99,0,5904,0,2013
13664,248,12908,0,23,0,6312,0,2013
13665,404,1023,1,99,0,4401,0,2014
13666,49,5912,1,99,0,4411,0,2014
13667,125,3403,1,99,0,4204,0,2014
13668,197,7894,1,99,0,4204,0,2015
13669,35,219,2,99,0,6307,0,2014
13670,62,9417,0,22,0,4222,0,2014
13671,62,878,0,22,0,3912,0,2015
13672,31,13182,1,99,0,4204,0,2013
13673,402,4428,2,99,0,6302,0,2014
13674,141,14285,2,99,0,6205,0,2016
13675,257,5634,1,99,0,4204,0,2016
13676,500,11823,0,22,0,3601,0,2015
13677,249,2701,0,22,0,3601,0,2013
13678,242,8004,1,99,0,2406,0,2014
13679,217,8714,0,22,0,5604,0,2013
13680,195,8458,0,22,0,5811,0,2013
13681,500,9790,0,21,0,4505,0,2013
13682,22,3620,1,99,0,4308,0,2016
13683,92,6219,1,99,0,4204,0,2014
13684,153,11179,2,99,1,6205,0,2017
13685,161,816,1,99,0,4401,0,2014
13686,16,8831,2,99,0,6302,0,2015
13687,223,446,1,99,1,4204,0,2013
13688,15,11640,0,21,0,2920,0,2016
13689,72,2365,1,99,0,4417,0,2017
13690,407,9514,0,23,0,4999,0,2016
13691,273,5590,0,22,0,4216,0,2016
13692,407,9739,1,99,0,4809,0,2013
13693,121,15321,0,23,0,3601,0,2016
13694,402,14806,0,22,0,3802,0,2014
13695,194,10718,0,22,0,5509,0,2015
13696,173,7534,2,99,0,6109,0,2016
13697,16,8900,0,22,0,4604,0,2013
13698,62,11563,1,99,0,2210,0,2016
13699,412,4746,1,99,1,4411,0,2013
13700,47,14877,2,99,0,6272,0,2016
13701,217,1405,0,22,0,3501,0,2013
13702,404,872,0,23,0,6102,0,2013
13703,700,1408,0,22,0,5811,0,2013
13704,46,14029,1,99,0,4804,0,2013
13705,124,11362,1,99,0,4204,0,2015
13706,153,4341,1,99,0,2404,0,2014
13707,152,12108,0,22,0,3912,0,2016
13708,134,12032,1,99,0,4204,0,2013
13709,409,9436,2,99,0,6275,0,2013
13710,221,4724,0,23,0,3603,0,2013
13711,217,14458,1,99,0,2201,0,2015
13712,231,14692,1,99,0,5401,0,2013
13713,102,8802,1,99,0,4221,0,2015
13714,700,10690,0,23,0,3912,0,2017
13715,404,12896,0,21,0,4804,0,2015
13716,211,9355,1,99,0,2702,0,2016
13717,72,9470,0,22,0,3601,0,2014
13718,154,11351,0,21,0,4216,0,2018
13719,153,10724,2,99,0,6302,0,2013
13720,41,4970,0,22,0,3602,0,2014
13721,21,4415,0,22,0,5403,0,2015
13722,137,4618,2,99,0,6205,0,2016
13723,500,5908,0,22,0,3601,0,2014
13724,172,10228,0,22,0,4998,0,2014
13725,153,4354,1,99,0,2801,0,2015
13726,13,4595,2,99,0,6102,0,2014
13727,92,7720,1,99,0,2304,0,2016
13728,116,1255,1,99,0,4205,0,2015
13729,248,14577,0,22,0,4405,0,2013
13730,193,12013,2,99,0,6306,0,2013
13731,113,3333,1,99,0,4221,0,2015
13732,246,11032,0,23,0,5401,0,2014
13733,700,7721,0,22,0,3999,0,2017
13734,201,5262,1,99,0,4417,0,2014
13735,52,12317,0,22,0,2401,0,2015
13736,181,12408,2,99,0,6102,0,2017
13737,196,15584,0,22,0,6401,0,2017
13738,161,2714,2,99,0,6102,0,2015
13739,76,11588,2,99,0,6412,0,2016
13740,243,9939,1,99,0,2906,0,2014
13741,113,4441,1,99,0,3115,0,2013
13742,122,13952,2,99,0,6208,0,2014
13743,193,10187,2,99,0,6307,0,2016
13744,101,12185,1,99,0,4203,0,2014
13745,410,2574,1,99,1,4222,0,2015
13746,181,2480,2,99,0,6307,0,2014
13747,193,9845,2,99,0,6270,0,2013
13748,143,6918,0,21,0,5306,0,2016
13749,700,3676,0,22,0,6309,0,2016
13750,406,13062,0,23,0,5714,0,2015
13751,134,15329,1,99,0,3403,0,2014
13752,156,6291,1,99,0,2931,0,2014
13753,41,7732,2,99,0,6306,0,2014
13754,43,1074,0,22,0,4115,0,2013
13755,114,11192,0,21,0,5609,0,2013
13756,500,2515,0,22,0,5902,0,2013
13757,252,6156,1,99,0,4202,0,2013
13758,76,15511,2,99,0,6214,0,2016
13759,406,9107,1,99,0,4817,0,2014
13760,137,14225,0,22,0,4410,0,2015
13761,61,1501,0,22,0,4414,0,2015
13762,161,3230,1,99,0,4204,0,2013
13763,182,10839,0,21,0,4405,0,2015
13764,44,6356,1,99,0,4411,0,2015
13765,132,3595,1,99,0,4204,0,2015
13766,34,7609,1,99,0,4117,0,2017
13767,242,1637,0,22,0,3912,0,2014
13768,700,9774,0,21,0,4215,0,2015
13769,43,7690,0,22,0,6309,0,2014
13770,196,2186,1,99,1,4303,0,2013
13771,411,9460,0,23,0,4825,0,2015
13772,156,14721,0,22,0,4414,0,2013
13773,253,11018,1,99,0,4403,0,2014
13774,700,2878,0,21,0,5506,0,2013
13775,92,8122,1,99,0,4211,0,2014
13776,175,326,1,99,0,4605,0,2016
13777,407,8557,0,22,0,4216,0,2015
13778,172,2326,0,23,0,6302,0,2013
13779,246,14282,2,99,0,6306,0,2013
13780,154,14494,2,99,0,6208,0,2014
13781,253,14000,2,99,0,6260,0,2013
13782,116,15576,1,99,0,4204,0,2016
13783,242,15190,0,22,0,3912,0,2014
13784,156,1132,2,99,0,6306,0,2013
13785,152,2722,1,99,0,4101,0,2015
13786,47,15357,1,99,0,4401,0,2016
13787,15,3907,0,22,0,4401,0,2013
13788,404,11170,2,99,0,6270,0,2014
13789,35,8814,2,99,0,6306,0,2013
13790,412,5848,1,99,0,3211,0,2014
13791,252,6105,0,22,0,4402,0,2013
13792,132,8649,0,22,0,4204,0,2013
13793,258,4265,1,99,0,2502,0,2015
13794,92,3006,2,99,0,6311,0,2014
13795,182,10255,2,99,0,6271,0,2013
13796,253,12902,0,22,0,5333,0,2014
13797,409,13656,0,22,0,4203,0,2014
13798,237,1373,0,22,0,4204,0,2015
13799,700,2456,0,22,0,3901,0,2014
13800,122,13951,1,99,0,4204,0,2015
13801,177,5652,0,22,0,4221,0,2018
13802,137,14044,1,99,0,4550,0,2016
13803,85,5335,0,22,0,3501,0,2013
13804,113,15554,1,99,0,4221,0,2013
13805,233,9860,1,99,0,5309,0,2015
13806,500,12226,0,21,0,5811,0,2016
13807,239,7541,0,22,0,5604,0,2015
13808,172,4244,1,99,0,2404,0,2013
13809,700,5709,0,29,0,4221,0,2013
13810,102,2153,2,99,0,6404,0,2013
13811,172,2824,0,22,0,4813,0,2016
13812,122,6716,2,99,0,6306,0,2013
13813,69,8313,0,22,0,3703,0,2014
13814,196,12967,0,23,0,4220,0,2013
13815,403,10622,1,99,0,4108,0,2013
13816,411,7504,0,22,0,6105,0,2015
13817,251,8289,0,29,0,4999,0,2016
13818,52,12607,0,22,0,4221,0,2014
13819,111,889,0,22,0,2405,0,2014
13820,62,2013,1,99,0,5756,0,2013
13821,221,282,1,99,0,3203,0,2014
13822,137,10112,1,99,0,2201,0,2015
13823,410,6617,0,21,0,4208,0,2016
13824,132,11092,1,99,0,4203,0,2016
13825,46,5454,0,23,0,6310,0,2013
13826,197,11398,0,13,0,6217,0,2015
13827,402,4564,0,22,0,4216,0,2013
13828,161,2522,1,99,0,4207,0,2015
13829,33,2600,1,99,0,4804,0,2013
13830,102,4294,1,99,0,2601,0,2013
13831,412,2077,0,21,0,4405,0,2015
13832,412,9776,0,22,0,5998,0,2014
13833,15,120,0,22,0,3501,0,2016
13834,221,2815,2,99,0,6308,0,2013
13835,31,2376,1,99,0,4204,0,2013
13836,181,332,1,99,0,4221,0,2015
13837,254,12726,0,22,0,4204,0,2013
13838,35,5010,1,99,0,4204,0,2013
13839,45,10783,0,23,0,3601,0,2016
13840,9,14228,2,99,0,6101,0,2014
13841,125,6163,2,99,0,6271,0,2013
13842,33,2695,0,22,0,4101,0,2013
13843,173,2277,1,99,0,4409,0,2014
13844,43,8365,0,22,0,5606,0,2013
13845,85,14903,2,99,1,6312,0,2013
13846,175,11962,1,99,0,4221,0,2015
13847,304,10836,0,22,0,3910,0,2015
13848,74,6547,2,99,0,6307,0,2017
13849,92,6219,1,99,0,4204,0,2013
13850,255,897,0,22,0,4403,0,2014
13851,137,4561,2,99,0,6306,0,2015
13852,255,6341,0,22,0,4101,0,2015
13853,195,5967,0,22,0,4304,0,2015
13854,223,2888,1,99,0,3202,0,2014
13855,251,11939,1,99,0,4101,0,2015
13856,409,1995,1,99,0,4101,0,2014
13857,222,11907,1,99,0,2801,0,2015
13858,172,14306,0,23,0,5404,0,2015
13859,224,14922,2,99,0,6413,0,2013
13860,238,11906,0,22,0,4101,0,2016
13861,255,15433,0,23,0,4204,0,2017
13862,262,11062,0,22,0,3501,0,2016
13863,153,11188,1,99,0,2704,0,2013
13864,102,7914,2,99,0,6307,0,2013
13865,136,909,1,99,0,4204,0,2015
13866,173,11150,0,21,0,5703,0,2016
13867,404,1898,0,22,0,3912,0,2016
13868,216,4296,1,99,1,4204,0,2013
13869,41,9930,1,99,0,2602,0,2014
13870,197,10465,0,22,0,6418,0,2015
13871,414,12377,1,99,0,5309,0,2014
13872,251,13962,1,99,0,4101,0,2017
13873,181,10590,1,99,0,4221,0,2015
13874,124,15206,1,99,1,3601,0,2016
13875,410,11661,0,22,0,4401,0,2016
13876,197,4081,0,22,0,4204,0,2013
13877,68,14793,2,99,0,6101,0,2014
13878,137,424,0,21,0,4405,0,2015
13879,182,4226,1,99,1,4221,0,2015
13880,113,8327,1,99,0,4204,0,2015
13881,181,10006,2,99,0,6412,0,2014
13882,255,10431,0,22,0,4401,0,2013
13883,43,768,0,22,0,4101,0,2014
13884,182,2958,1,99,0,4221,0,2013
13885,151,5004,0,22,0,4203,0,2014
13886,412,11258,0,22,0,6401,0,2014
13887,46,1187,2,99,0,6401,0,2013
13888,174,13607,1,99,0,4221,0,2015
13889,43,6765,0,22,0,4212,0,2014
13890,52,6136,2,99,1,6311,0,2013
13891,73,14021,1,99,0,4221,0,2014
13892,222,6059,1,99,0,4409,0,2013
13893,500,8539,0,22,0,4204,0,2013
13894,222,7147,0,23,0,4999,0,2013
13895,16,7827,0,22,0,4802,0,2013
13896,243,3444,2,99,0,6214,0,2014
13897,222,10513,0,22,0,4204,0,2015
13898,196,8713,2,99,0,6310,0,2017
13899,254,13975,2,99,0,6308,0,2016
13900,211,6006,1,99,0,2602,0,2015
13901,404,9415,0,22,0,3910,0,2013
13902,411,3238,0,22,0,4804,0,2013
13903,173,10547,1,99,0,4204,0,2013
13904,161,8354,1,99,0,4214,0,2013
13905,19,2510,1,99,0,4998,0,2013
13906,137,10800,1,99,0,4401,0,2016
13907,193,13808,1,99,0,5405,0,2013
13908,19,4481,0,21,0,5811,0,2015
13909,134,6222,0,22,0,4209,0,2014
13910,182,3788,1,99,0,4221,0,2016
13911,172,3397,0,22,0,5703,0,2014
13912,105,9426,1,99,0,4204,0,2016
13913,248,880,0,22,0,4402,0,2015
13914,221,6431,0,22,0,5405,0,2015
13915,133,14830,2,99,0,6102,0,2015
13916,256,2583,1,99,0,2601,0,2014
13917,258,1786,0,22,0,3910,0,2014
13918,181,2866,1,99,0,4221,0,2017
13919,91,15041,1,99,0,4204,0,2014
13920,700,15079,0,22,0,2702,0,2013
13921,215,438,1,99,0,4550,0,2014
13922,224,8013,1,99,0,4103,0,2015
13923,500,12059,0,21,0,5610,0,2013
13924,406,14800,2,99,0,6275,0,2017
13925,75,1577,0,22,0,3101,0,2015
13926,413,4263,1,99,0,2404,0,2014
13927,122,12239,1,99,0,4221,0,2015
13928,156,10159,1,99,0,4418,0,2013
13929,304,13746,0,22,0,5906,0,2013
13930,48,11459,1,99,0,4417,0,2015
13931,93,2127,2,99,0,6271,0,2013
13932,412,10269,2,99,0,6306,0,2014
13933,409,4378,0,22,0,2404,0,2013
13934,103,1108,2,99,0,6306,0,2017
13935,182,5277,2,99,0,6205,0,2013
13936,601,5847,2,99,0,6287,0,2015
13937,134,1944,1,99,1,3601,0,2016
13938,74,8461,2,99,0,6306,0,2015
13939,245,14687,0,22,0,5651,0,2013
13940,113,12778,2,99,0,6205,0,2013
13941,16,12589,2,99,0,6102,0,2014
13942,85,3478,0,22,1,6401,0,2014
13943,222,8036,1,99,0,4307,0,2015
13944,15,1174,2,99,0,6306,0,2014
13945,15,8694,0,22,0,5102,0,2016
13946,249,3223,1,99,0,4214,0,2013
13947,198,6641,0,22,2,4401,0,2016
13948,182,6449,1,99,1,5321,0,2016
13949,406,3925,1,99,0,5309,0,2017
13950,407,6149,1,99,0,2201,0,2014
13951,248,13391,0,22,0,2201,0,2015
13952,173,8727,1,99,0,5309,0,2013
13953,404,5512,0,22,0,3912,0,2015
13954,412,12826,0,21,0,5557,0,2014
13955,141,13052,0,22,0,5511,0,2013
13956,407,3260,0,22,0,4204,0,2013
13957,9,1370,1,99,0,2203,0,2015
13958,122,9995,1,99,0,4601,0,2015
13959,242,3210,0,22,0,5714,0,2013
13960,241,292,0,21,0,4204,0,2015
13961,177,4753,1,99,0,4101,0,2015
13962,75,3710,1,99,0,4221,0,2016
13963,45,3339,1,99,0,4605,0,2013
13964,141,3862,2,99,0,6102,0,2014
13965,61,7227,1,99,0,4204,0,2013
13966,111,7623,0,22,0,4999,0,2015
13967,62,5477,2,99,0,6287,0,2015
13968,401,12150,2,99,0,6306,0,2013
13969,152,15513,1,99,0,4101,0,2015
13970,291,9881,1,99,0,4203,0,2014
13971,700,6639,0,22,0,3912,0,2018
13972,199,5943,1,99,0,4101,0,2017
13973,161,927,0,21,0,5320,0,2014
13974,74,4773,0,23,0,6101,0,2013
13975,406,3198,0,23,0,4804,2,2013
13976,53,4215,2,99,0,6260,0,2015
13977,114,14539,2,99,0,6101,0,2013
13978,181,14744,0,22,0,4211,0,2015
13979,246,11144,2,99,0,6275,0,2014
13980,222,5001,1,99,0,4813,0,2013
13981,251,10508,2,99,0,6307,0,2014
13982,412,14805,0,22,0,3302,0,2014
13983,249,605,0,21,0,5651,0,2014
13984,71,1871,1,99,0,4204,0,2014
13985,257,5556,0,23,0,2601,0,2013
13986,137,15565,1,99,0,4221,0,2015
13987,122,12343,2,99,0,6306,0,2013
13988,35,13867,0,22,0,4203,0,2015
13989,154,6505,2,99,0,6272,0,2014
13990,132,15039,1,99,0,4204,0,2014
13991,242,15394,0,22,0,3912,0,2015
13992,255,14868,0,22,0,5311,0,2015
13993,406,9304,0,22,0,3902,0,2013
13994,9,5863,0,22,0,5553,0,2016
13995,303,14965,0,22,0,4221,0,2013
13996,44,1368,0,22,0,4204,0,2013
13997,137,2475,1,99,0,2404,0,2016
13998,161,15110,1,99,0,4204,0,2014
13999,113,3080,2,99,0,6102,0,2016
14000,412,2953,0,22,0,4401,0,2014
14001,172,9118,0,22,0,2404,0,2015
14002,232,2250,1,99,0,2203,0,2016
14003,197,7263,0,22,0,4407,0,2014
14004,252,6082,0,21,0,4405,0,2013
14005,241,7071,0,22,0,5614,0,2017
14006,198,6231,0,22,0,3301,0,2016
14007,201,185,1,99,0,5404,0,2015
14008,9,14908,2,99,0,6306,0,2016
14009,197,10530,2,99,0,6311,0,2016
14010,500,2684,0,22,0,5320,0,2015
14011,48,3549,0,22,1,4204,0,2015
14012,412,6978,0,22,0,4813,2,2014
14013,248,6857,2,99,0,6287,0,2015
14014,92,8631,2,99,0,6306,0,2017
14015,182,11594,1,99,0,4221,0,2016
14016,700,9964,0,21,0,5809,0,2014
14017,153,5347,0,22,0,3601,0,2016
14018,46,5987,1,99,0,4101,0,2014
14019,401,12150,2,99,0,6306,0,2015
14020,35,10313,2,99,0,6102,0,2013
14021,241,4289,0,23,0,4202,0,2013
14022,132,3738,2,99,0,6214,0,2017
14023,257,7624,0,22,0,5904,0,2015
14024,252,4189,0,21,0,4405,0,2014
14025,156,3179,0,22,0,2404,0,2014
14026,500,4788,0,21,0,4753,0,2014
14027,172,11310,1,99,0,5553,0,2016
14028,137,9042,0,22,0,6401,0,2014
14029,113,5609,2,99,0,6307,0,2015
14030,9,5786,1,99,0,2203,0,2015
14031,93,6370,1,99,2,4101,0,2013
14032,152,3927,1,99,0,2301,0,2015
14033,136,12452,1,99,0,4203,0,2014
14034,22,3310,1,99,0,4204,0,2013
14035,153,14141,1,99,0,4204,0,2015
14036,34,1151,2,99,0,6278,0,2014
14037,91,1859,1,99,0,4204,0,2015
14038,253,8140,2,99,0,6271,0,2016
14039,500,13836,0,22,0,3601,0,2014
14040,301,15582,0,22,0,5206,0,2014
14041,403,6429,1,99,0,2704,0,2014
14042,47,15236,0,22,0,5651,0,2014
14043,500,917,0,22,0,4201,0,2017
14044,601,3266,2,99,0,6303,0,2013
14045,156,10212,2,99,0,6270,0,2013
14046,137,6194,1,99,0,4204,0,2016
14047,246,3252,2,99,0,6274,0,2014
14048,239,1548,0,22,0,5703,0,2015
14049,102,10162,2,99,0,6409,0,2013
14050,44,8037,0,22,0,5407,0,2018
14051,92,793,1,99,0,4221,0,2017
14052,31,12117,1,99,0,4204,0,2014
14053,700,14311,0,22,0,3506,0,2013
14054,406,2092,0,22,0,3912,0,2013
14055,193,4720,2,99,0,6306,0,2015
14056,403,14403,0,21,0,4402,0,2014
14057,406,13672,1,99,0,5406,0,2015
14058,22,14895,2,99,0,6260,0,2016
14059,404,13218,0,21,0,4409,0,2015
14060,412,12460,0,22,0,4601,0,2013
14061,500,4136,0,21,0,3910,0,2016
14062,113,4419,2,99,0,6212,0,2014
14063,15,3904,0,22,0,5553,0,2015
14064,121,13605,2,99,0,6102,0,2015
14065,234,1243,2,99,0,6275,0,2016
14066,239,15557,0,22,0,3912,0,2013
14067,406,547,1,99,0,4401,0,2014
14068,223,10299,1,99,0,2203,0,2014
14069,136,10143,1,99,0,4204,0,2013
14070,191,9515,0,22,0,4119,0,2015
14071,69,5482,0,22,2,4822,2,2016
14072,403,8227,0,22,0,4804,0,2013
14073,403,5838,0,21,0,6411,0,2016
14074,304,14559,1,99,0,4205,0,2014
14075,46,12109,1,99,0,4204,0,2013
14076,43,2835,2,99,0,6274,0,2013
14077,410,10725,0,22,0,4418,0,2013
14078,113,3378,0,22,0,4214,0,2013
14079,49,1583,0,22,0,6401,0,2013
14080,244,4158,1,99,0,5604,0,2014
14081,211,4121,0,23,0,3601,0,2013
14082,102,13289,0,22,0,5103,0,2015
14083,46,2182,0,21,0,3912,0,2015
14084,244,3772,0,23,0,3915,0,2016
14085,66,799,0,21,0,5304,0,2014
14086,201,12751,1,99,0,4999,0,2013
14087,500,15440,0,22,0,2201,0,2015
14088,113,13237,0,22,0,6410,0,2016
14089,412,13697,0,22,0,3914,0,2014
14090,155,14176,1,99,0,3207,0,2016
14091,239,12989,0,22,0,5401,0,2015
14092,124,4400,2,99,0,6271,0,2013
14093,409,9693,1,99,0,4417,0,2013
14094,221,9948,1,99,0,4101,0,2013
14095,72,12017,1,99,0,2601,0,2017
14096,35,6781,1,99,0,4401,0,2013
14097,198,13450,2,99,0,6307,0,2017
14098,69,15401,0,23,0,5911,0,2016
14099,407,7613,0,22,0,4203,0,2017
14100,241,11857,0,21,0,5703,0,2013
14101,92,4079,0,22,0,4205,0,2014
14102,42,1702,0,22,0,5312,0,2013
14103,69,1277,0,22,0,5205,2,2014
14104,81,7477,0,22,0,6401,0,2015
14105,304,12381,2,99,0,6998,0,2014
14106,125,13958,1,99,0,4204,0,2014
14107,85,3420,1,99,0,4221,0,2015
14108,73,4605,1,99,0,4308,0,2017
14109,15,3089,0,21,0,4550,0,2016
14110,500,1665,0,29,0,4201,0,2014
14111,401,9801,0,22,0,6105,0,2015
14112,152,1933,0,22,0,3912,0,2014
14113,244,6764,0,22,0,4203,0,2013
14114,238,4840,0,22,0,5401,0,2013
14115,248,8583,0,22,0,4216,0,2013
14116,43,7124,0,22,0,6309,0,2014
14117,53,8095,1,99,0,2404,0,2015
14118,61,15177,0,23,0,4553,0,2014
14119,172,8093,1,99,0,2801,0,2014
14120,21,14393,0,22,0,5811,0,2013
14121,16,9779,2,99,0,6302,0,2014
14122,247,1140,0,22,0,4999,0,2016
14123,255,14099,2,99,0,6419,0,2013
