,SND_MNTPRD_I,SND_MNTTVA_I,SND_MNTDRC_I,SND_MNTTAX_I,SND_MNTPAY_I,SND_MNTAIR_I
13134,404504704.0,64482901.0,1550576.0,3257045.0,69290522.0,0.0
13135,111453943.0,20818630.0,42.0,3842717.0,24661389.0,3135429.0
13136,1321850115.0,274844761.0,51618979.0,33244106.0,359707846.0,158770190.0
13146,3634093164.0,661005439.0,0.0,60145653.0,721151092.0,2468517336.0
13147,462160624.0,106562367.0,0.0,21130198.0,127692565.0,129282974.0
13158,317768033.0,57198245.0,0.0,1715947.0,58914192.0,0.0
13159,1497966795.0,221991018.0,0.0,35537536.0,257528554.0,670626.0
13160,6722833.0,1270615.0,0.0,384343.0,1654958.0,0.0
13165,4285474.0,1166719.0,0.0,961948.0,2128667.0,0.0
13182,533249420.0,95984894.0,0.0,2879546.0,98864440.0,0.0
13197,94596111.0,20339148.0,0.0,20595353.0,40934501.0,117812726.0
13200,10929547580.0,1020506723.0,56307.0,92806564.0,1113369594.0,21541717.0
13205,57912899.0,10424321.0,0.0,312729.0,10737050.0,0.0
13213,398291823.0,0.0,0.0,40000.0,40000.0,0.0
13218,714603237.0,186564063.0,0.0,187680340.0,374244403.0,434804013.0
13221,664031592.0,161261266.0,22410054.0,42625593.0,226296913.0,565256617.0
13230,205460904.0,43066841.0,0.0,39981706.0,83048547.0,152146264.0
13235,1595001.0,0.0,0.0,10000.0,10000.0,0.0
13243,479516529.0,95493755.0,0.0,36578486.0,132072241.0,0.0
13246,789671683.0,145395779.0,0.0,20967811.0,166363590.0,0.0
13248,2332850069.0,418786571.0,0.0,41624290.0,460410861.0,15129384.0
13249,56817747.0,6400286.0,0.0,192007.0,6592293.0,0.0
13251,7769296730.0,1379033181.0,1917.0,70268568.0,1449303666.0,8318595.0
13252,4504898373.0,778487403.0,60.0,44801678.0,823289141.0,0.0
13254,208372002.0,47355047.0,0.0,11389621.0,58744668.0,0.0
13256,36826550.0,8368833.0,0.0,630377.0,8999210.0,0.0
13259,482776055.0,87316246.0,0.0,4996553.0,92312799.0,624656.0
13280,192342219.0,34728442.0,0.0,1653234.0,36381676.0,0.0
13283,5094625535.0,313030862.0,0.0,30261915.0,343292777.0,35136815.0
13285,885149222.0,99621770.0,0.0,6350579.0,105972349.0,0.0
13288,69219720.0,6858560.0,0.0,3770571.0,10629131.0,0.0
13301,15285770.0,2789589.0,0.0,306125.0,3095714.0,0.0
13306,736673917.0,51800318.0,0.0,11601888.0,63402206.0,0.0
13312,3926773465.0,539305685.0,289.0,74327062.0,613633036.0,14906591.0
13341,106066434.0,30796795.0,0.0,32941610.0,63738405.0,105093450.0
13357,161593361.0,29086803.0,0.0,872602.0,29959405.0,0.0
13366,10713112382.0,64951050.0,0.0,120775925.0,185726975.0,0.0
13370,266969906.0,46697457.0,0.0,45405090.0,92102547.0,45401472.0
13371,862903462.0,5149977.0,0.0,1381857.0,6531834.0,0.0
13372,261803210.0,0.0,0.0,20000.0,20000.0,0.0
13374,96053650.0,17889996.0,0.0,6754848.0,24644844.0,5372822.0
13390,640236798.0,144201210.0,0.0,195215175.0,339416385.0,172426191.0
13393,1806605954.0,331823183.0,8898723.0,48613400.0,389335306.0,1008950443.0
13402,2156894029.0,318674142.0,0.0,14179143.0,332853285.0,1952585.0
13405,121575569.0,26309271.0,0.0,26175939.0,52485210.0,0.0
13410,727055618.0,155629830.0,166486.0,98519910.0,254316226.0,434428.0
13411,4711474235.0,830545329.0,0.0,60665096.0,891210425.0,500449583.0
13422,3471127885.0,709279691.0,50884357.0,275431923.0,1035595971.0,72185461.0
13426,17536800.0,4139123.0,0.0,1009255.0,5148378.0,2268517.0
13431,436676705.0,26200601.0,0.0,786017.0,26986618.0,0.0
13445,298591353.0,0.0,0.0,110000.0,110000.0,0.0
13464,782076340.0,139736638.0,15240.0,5131700.0,144883578.0,0.0
13472,9017829152.0,0.0,0.0,2680000.0,2680000.0,1647131.0
13474,3384078118.0,724851092.0,97503480.0,281186726.0,1103541298.0,722198485.0
13479,118443707.0,19309979.0,0.0,1372528.0,20682507.0,0.0
13481,224939453.0,46873908.0,0.0,37970528.0,84844436.0,106343508.0
13485,564788989.0,114743750.0,11823973.0,57581086.0,184148809.0,7254379.0
13486,12980713585.0,2080215753.0,768420.0,355650047.0,2436634220.0,25723351.0
13509,61535459.0,11670819.0,0.0,4365943.0,16036762.0,1306984.0
13518,3066340990.0,570893854.0,0.0,125824845.0,696718699.0,818046880.0
13522,5389943133.0,1033329675.0,816000.0,204123247.0,1238268922.0,157833392.0
13524,43034825.0,5627930.0,0.0,220273.0,5848203.0,0.0
13533,72881256.0,14764690.0,0.0,6277670.0,21042360.0,0.0
13538,1032735302.0,150262250.0,0.0,45713436.0,195975686.0,0.0
13540,274799630.0,0.0,0.0,500000.0,500000.0,0.0
13543,35302301.0,6315276.0,0.0,3867362.0,10182638.0,0.0
13547,4009109931.0,1035868653.0,0.0,691781206.0,1727649859.0,0.0
13549,3467493384.0,650248882.0,0.0,166228408.0,816477290.0,0.0
13565,1289263661.0,350494474.0,0.0,327126097.0,677620571.0,164103756.0
13574,1089490504.0,0.0,0.0,3390000.0,3390000.0,0.0
13575,1504789750.0,287467144.0,0.0,74950342.0,362417486.0,26639796.0
13579,3265239703.0,595811892.0,4214640.0,56495008.0,656521540.0,0.0
13583,940972512.0,121726762.0,0.0,54054043.0,175780805.0,0.0
13591,313044263.0,56352779.0,50.0,3903432.0,60256261.0,83429882.0
13593,1937924488.0,357337704.0,0.0,107087933.0,464425637.0,0.0
13595,459332446.0,59343548.0,0.0,29432476.0,88776024.0,0.0
13599,2436696763.0,284731776.0,0.0,120394906.0,405126682.0,212929550.0
13601,31696406.0,10041421.0,23772304.0,1340884.0,35154609.0,0.0
13612,237735855.0,28528302.0,0.0,855849.0,29384151.0,0.0
13621,237160619.0,46978483.0,0.0,25955249.0,72933732.0,0.0
13626,122563020.0,26850928.0,0.0,28254253.0,55105181.0,127192027.0
13629,969237424.0,71000824.0,0.0,4041490.0,75042314.0,0.0
13630,10081669.0,1718199.0,0.0,891130.0,2609329.0,0.0
13639,6466692.0,395761.0,0.0,145084.0,540845.0,0.0
13645,665574206.0,99339334.0,0.0,43362775.0,142702109.0,0.0
13651,146472483.0,17216042.0,0.0,3795396.0,21011438.0,646734.0
13653,160851620.0,9651097.0,0.0,289532.0,9940629.0,0.0
13654,187703.0,0.0,0.0,20000.0,20000.0,0.0
13662,1611244137.0,286372733.0,0.0,30751298.0,317124031.0,4792785.0
13671,149600314.0,32447479.0,0.0,32741860.0,65189339.0,161231844.0
13676,22846968124.0,4135050552.0,2697936.0,250659399.0,4388407887.0,53719926.0
13688,652413769.0,118020619.0,0.0,7137897.0,125158516.0,0.0
13694,322114345.0,73549789.0,0.0,36792184.0,110341973.0,57008300.0
13695,233378024.0,44880161.0,0.0,24330492.0,69210653.0,0.0
13701,31900855.0,2457699.0,0.0,283940.0,2741639.0,0.0
13703,1892671800.0,358541644.0,0.0,126883764.0,485425408.0,29430.0
13715,215634278.0,40422345.0,0.0,10455654.0,50877999.0,0.0
13720,1279073553.0,291376978.0,0.0,26607061.0,317984039.0,377131327.0
13721,276500000.0,53361000.0,0.0,22149330.0,75510330.0,0.0
13723,2401800985.0,493602453.0,181020.0,88215958.0,581999431.0,109395.0
13733,759484280.0,142635367.0,0.0,38208776.0,180844143.0,208931815.0
13748,112972081.0,0.0,0.0,40000.0,40000.0,0.0
13749,152645292.0,34288976.0,0.0,40021095.0,74310071.0,5647144.0
13755,216395250.0,35095209.0,0.0,7786723.0,42881932.0,0.0
13756,10721649475.0,2077760069.0,195012.0,772379494.0,2850334575.0,88759193.0
13768,8759353.0,1592450.0,0.0,137994.0,1730444.0,0.0
13774,2929660118.0,527388327.0,1428.0,17126023.0,544515778.0,0.0
13790,32354826.0,8890379.0,0.0,7799066.0,16689445.0,16429358.0
13799,8119816670.0,1037881886.0,0.0,298659449.0,1336541335.0,312139154.0
13803,4698700.0,854223.0,0.0,74023.0,928246.0,0.0
13806,2724192764.0,492567451.0,0.0,27726262.0,520293713.0,5165976.0
13813,305803891.0,59063105.0,0.0,16403384.0,75466489.0,5621963.0
13833,86039439.0,15414320.0,0.0,1686407.0,17100727.0,809418.0
13844,837629611.0,156532489.0,17760.0,34119934.0,190670183.0,0.0
13857,3397761365.0,614546458.0,0.0,35313641.0,649860099.0,0.0
13862,608931904.0,83948895.0,0.0,7098971.0,91047866.0,0.0
13867,1223786880.0,212320350.0,6347981.0,198048963.0,416717294.0,389813773.0
13883,62388679.0,11229962.0,0.0,336898.0,11566860.0,0.0
13893,3334414.0,600194.0,0.0,18005.0,618199.0,0.0
13908,911818007.0,165821666.0,0.0,14675807.0,180497473.0,0.0
13920,120938122.0,14562922.0,0.0,900757.0,15463679.0,0.0
13923,27015764967.0,2189422828.0,1540263.0,220706438.0,2411669529.0,85258824.0
13926,979369158.0,192191232.0,2650036.0,50410820.0,245252088.0,23733342.0
13928,82500000.0,12498750.0,0.0,1224712.0,13723462.0,9622346.0
13942,187903043.0,0.0,0.0,1390000.0,1390000.0,0.0
13950,475323092.0,111043869.0,0.0,22446597.0,133490466.0,309200475.0
13951,14606810.0,3444285.0,0.0,4767282.0,8211567.0,2281837.0
13957,112622528.0,23515582.0,0.0,19265654.0,42781236.0,0.0
13971,1200227937.0,248680936.0,98828426.0,24943802.0,372453164.0,777282680.0
13973,463715687.0,87268827.0,0.0,12287651.0,99556478.0,90119660.0
13983,21264269.0,3956770.0,0.0,326021.0,4282791.0,0.0
13985,201486953.0,15751955.0,0.0,8608933.0,24360888.0,0.0
13991,168344755.0,33674746.0,0.0,33434211.0,67108957.0,50350609.0
13992,63403416.0,11412614.0,0.0,342377.0,11754991.0,0.0
13994,687708005.0,124446994.0,0.0,7507559.0,131954553.0,0.0
14005,330169980.0,0.0,0.0,940000.0,940000.0,0.0
14006,3667067636.0,374473519.0,15000.0,73665656.0,448154175.0,102949071.0
14010,4127879589.0,713329317.0,0.0,211978798.0,925308115.0,24502760.0
14016,2269996292.0,345143856.0,300.0,42657584.0,387801740.0,0.0
14023,3192372913.0,205377939.0,0.0,16737261.0,222115200.0,0.0
14026,28969411667.0,4191908691.0,0.0,1680423993.0,5872332684.0,403626906.0
14030,155109085.0,32386776.0,0.0,26533578.0,58920354.0,0.0
14032,32184955.0,5793291.0,0.0,173798.0,5967089.0,0.0
14043,1959152701.0,0.0,0.0,280000.0,280000.0,0.0
14048,37090274.0,0.0,0.0,70000.0,70000.0,0.0
14050,1948780.0,436882.0,0.0,377855.0,814737.0,0.0
14053,3803921789.0,842738430.0,0.0,406111635.0,1248850065.0,218182831.0
14054,320679669.0,70629772.0,0.0,52252134.0,122881906.0,3537968.0
14057,12497544.0,2272053.0,0.0,196885.0,2468938.0,0.0
14063,70162184.0,12755484.0,0.0,1105333.0,13860817.0,0.0
14066,256250614.0,48638805.0,0.0,15843118.0,64481923.0,0.0
14083,238670611.0,42960709.0,0.0,1288821.0,44249530.0,39631482.0
14085,1144448129.0,236415225.0,9809079.0,132553147.0,378777451.0,0.0
14089,2253192148.0,401886496.0,0.0,16489239.0,418375735.0,2440817.0
14091,59299939.0,0.0,0.0,230000.0,230000.0,0.0
14098,6640135.0,1206777.0,0.0,111120.0,1317897.0,0.0
14110,2428794295.0,60994.0,0.0,1471405.0,1532399.0,1977813.0
14112,1678100635.0,384923041.0,0.0,527980160.0,912903201.0,8635872.0
14120,197132436.0,0.0,0.0,680000.0,680000.0,0.0
14122,18037211.0,3333877.0,0.0,598885.0,3932762.0,4228940.0
14125,54232009.0,15317443.0,30628867.0,1621500.0,47567810.0,0.0
14126,189363599.0,3012877.0,0.0,2814589.0,5827466.0,0.0
14147,516248716.0,36498783.0,0.0,6412323.0,42911106.0,0.0
14148,519207315.0,68666722.0,0.0,2659350.0,71326072.0,0.0
14163,72575011.0,13681819.0,0.0,3966502.0,17648321.0,0.0
14187,129227898.0,25587121.0,0.0,14078083.0,39665204.0,0.0
14190,123345200.0,23534263.0,0.0,8328759.0,31863022.0,0.0
14198,413206374.0,84666120.0,0.0,16041703.0,100707823.0,366034.0
14200,1324739.0,272003.0,0.0,347696.0,619699.0,32053.0
14205,4447660173.0,417623884.0,0.0,419592119.0,837216003.0,0.0
14206,3551270200.0,584887399.0,0.0,176676327.0,761563726.0,3504673.0
14211,234893293.0,49884507.0,0.0,5990687.0,55875194.0,48416832.0
14214,131102414.0,34805915.0,57627282.0,6273287.0,98706484.0,0.0
14241,68995520.0,8279462.0,0.0,248383.0,8527845.0,0.0
14263,871375832.0,0.0,0.0,360000.0,360000.0,0.0
14264,2906421622.0,546048067.0,29280.0,147412477.0,693489824.0,0.0
14265,2794961201.0,563036026.0,0.0,359907585.0,922943611.0,511832937.0
14266,10292951302.0,1855277880.0,2305.0,369470038.0,2224750223.0,374633805.0
14273,37410854.0,4489302.0,0.0,134679.0,4623981.0,0.0
14276,53484894.0,6706753.0,0.0,711094.0,7417847.0,0.0
14284,10280279295.0,1715218997.0,265860.0,206537988.0,1922022845.0,34613299.0
14288,70007108.0,12799429.0,0.0,1105054.0,13904483.0,0.0
14294,1029035077.0,184436739.0,5040.0,10322973.0,194764752.0,2191195.0
14303,13887803267.0,751104.0,768000.0,5365716.0,6884820.0,1497555.0
14305,628238363.0,121916100.0,64800.0,42771771.0,164752671.0,23921617.0
14319,2783456.0,820423.0,0.0,913368.0,1733791.0,451724.0
14323,14622237.0,2708776.0,0.0,520584.0,3229360.0,0.0
14330,2966804214.0,597735992.0,0.0,382501984.0,980237976.0,0.0
14331,412638518.0,0.0,0.0,890000.0,890000.0,0.0
14333,408976812.0,80206438.0,0.0,67219456.0,147425894.0,4186767.0
14335,2256892621.0,176694505.0,1150.0,34993616.0,211689271.0,14065175.0
14339,67058173.0,0.0,0.0,60000.0,60000.0,0.0
14352,997743.0,179593.0,0.0,10000.0,189593.0,0.0
14363,12415419.0,2234775.0,0.0,67043.0,2301818.0,0.0
14373,15744130954.0,2465016259.0,40309.0,158028503.0,2623085071.0,201585748.0
14374,4577485.0,832186.0,0.0,72112.0,904298.0,0.0
14384,126050108.0,22915909.0,0.0,1985793.0,24901702.0,0.0
14386,2800144623.0,169752565.0,0.0,34021576.0,203774141.0,24843.0
14389,765216735.0,64416603.0,0.0,30644180.0,95060783.0,0.0
14394,4874578779.0,896009216.0,0.0,424174386.0,1320183602.0,0.0
14395,3328550.0,419397.0,0.0,184001.0,603398.0,0.0
14400,8095256.0,1736550.0,0.0,1660320.0,3396870.0,6374886.0
14414,1803526597.0,299816830.0,0.0,9222250.0,309039080.0,0.0
14418,220812831.0,40653465.0,919359.0,5520774.0,47093598.0,117033155.0
14419,16438636705.0,0.0,0.0,3080000.0,3080000.0,93278.0
14429,32925705.0,7732032.0,0.0,10562894.0,18294926.0,4759092.0
14432,3095555713.0,577691580.0,6236609.0,170242045.0,754170234.0,0.0
14438,372390907.0,72291951.0,0.0,32276748.0,104568699.0,0.0
14447,170773340.0,15928605.0,0.0,19092284.0,35020889.0,0.0
14454,49909101532.0,9015596388.0,87914998.0,365545933.0,9469057319.0,491116603.0
14458,9624782613.0,1747967476.0,28745767.0,285699797.0,2062413040.0,3102130.0
14460,11222075.0,0.0,0.0,20000.0,20000.0,0.0
14462,390022145.0,12023862.0,320.0,769413.0,12793595.0,0.0
14463,459333685.0,70387394.0,0.0,2252715.0,72640109.0,0.0
14468,4085695496.0,408545088.0,0.0,225470414.0,634015502.0,1314627.0
14475,339792596.0,61162659.0,0.0,1855839.0,63018498.0,0.0
14478,102031669.0,23307092.0,0.0,2896210.0,26203302.0,1476917.0
14480,100228258.0,16670196.0,0.0,1110187.0,17780383.0,27525726.0
14483,5061963.0,656562.0,0.0,63407.0,719969.0,0.0
14486,202500000.0,39584700.0,0.0,19124989.0,58709689.0,0.0
14488,5526844803.0,935545391.0,1468745.0,125272638.0,1062286774.0,201559744.0
14494,16661062.0,3197256.0,0.0,267523.0,3464779.0,0.0
14495,15163521.0,2884942.0,0.0,981124.0,3866066.0,0.0
14498,136820898.0,25284074.0,0.0,1675782.0,26959856.0,0.0
14502,553038261.0,51078689.0,0.0,7549755.0,58628444.0,3764175.0
14518,18984759369.0,3278699143.0,0.0,867659316.0,4146358459.0,230781.0
14523,228895913.0,20228639.0,0.0,6197593.0,26426232.0,0.0
14524,1646794981.0,340258581.0,0.0,261044234.0,601302815.0,221127830.0
14528,2373580118.0,0.0,0.0,1260000.0,1260000.0,0.0
14532,132467083.0,20496121.0,0.0,2371782.0,22867903.0,0.0
14534,205911499.0,14973956.0,0.0,8702561.0,23676517.0,0.0
14544,320778500.0,60085214.0,240.0,3769581.0,63855035.0,4178351.0
14550,38716847.0,6719160.0,0.0,488780.0,7207940.0,0.0
14562,56066078.0,0.0,0.0,20000.0,20000.0,0.0
14570,18802009456.0,3454074568.0,2761566.0,363962335.0,3820798469.0,0.0
14574,95370756.0,216000.0,0.0,20000.0,236000.0,0.0
14575,37767058.0,4532046.0,0.0,135960.0,4668006.0,0.0
14577,166728115.0,34651407.0,0.0,28249444.0,62900851.0,35599977.0
14580,1317147210.0,138669867.0,0.0,27542608.0,166212475.0,30161525.0
14586,423796657.0,70258038.0,0.0,27728910.0,97986948.0,0.0
14588,598185477.0,123355330.0,0.0,134908810.0,258264140.0,29390045.0
14589,4013206753.0,294189978.0,77467989.0,35265251.0,406923218.0,1879283.0
14592,153981544.0,31527704.0,0.0,22798198.0,54325902.0,274091301.0
14595,61890207.0,0.0,0.0,25000.0,25000.0,0.0
14604,173625673.0,50824670.0,0.0,57384420.0,108209090.0,233263527.0
14619,5774301.0,0.0,0.0,77742.0,77742.0,0.0
14640,241038702.0,54177538.0,0.0,63371392.0,117548930.0,40817301.0
14644,1756702825.0,322530626.0,0.0,45863980.0,368394606.0,0.0
14647,289438055.0,74769001.0,396267.0,75176542.0,150341810.0,38449684.0
14648,106488536.0,19167935.0,0.0,575036.0,19742971.0,0.0
14650,249506675.0,45214603.0,0.0,12492476.0,57707079.0,0.0
14657,91745447.0,22510682.0,0.0,9296057.0,31806739.0,42198895.0
14666,91154559.0,17223709.0,0.0,3742360.0,20966069.0,53449.0
14673,3552659889.0,629613210.0,0.0,306231607.0,935844817.0,234478906.0
14676,20967319552.0,2433670905.0,2366730.0,1638876619.0,4074914254.0,57696309.0
14685,57905058.0,10527138.0,0.0,912234.0,11439372.0,0.0
14686,6439207339.0,1509626288.0,60.0,523441915.0,2033068263.0,5460761802.0
14692,466983841.0,85388650.0,0.0,7926809.0,93315459.0,0.0
14695,129918097.0,7873036.0,0.0,1574346.0,9447382.0,0.0
14699,13151726.0,2367310.0,0.0,71019.0,2438329.0,0.0
14700,2837938.0,836482.0,0.0,931247.0,1767729.0,0.0
14712,12722248448.0,2258427261.0,41040.0,105103107.0,2363571408.0,1072416.0
14715,2968000887.0,497193288.0,0.0,243874824.0,741068112.0,2876079.0
14725,588710802.0,107318362.0,0.0,4952332.0,112270694.0,7970605.0
14731,1930708815.0,351526873.0,0.0,30293547.0,381820420.0,366366551.0
14745,12079179519.0,2192937423.0,0.0,356816055.0,2549753478.0,2428270564.0
14754,28301933069.0,5170507665.0,0.0,740282449.0,5910790114.0,4395454.0
14764,355601430.0,52740161.0,0.0,9868933.0,62609094.0,36116441.0
14788,295283671.0,54521868.0,30.0,8749615.0,63271513.0,3310872.0
14797,392570176.0,40267479.0,0.0,1208024.0,41475503.0,0.0
14802,95318341.0,25635177.0,0.0,20143824.0,45779001.0,293748074.0
14806,2559389550.0,341036777.0,0.0,26328446.0,367365223.0,0.0
14813,1437119698.0,111756889.0,0.0,19228324.0,130985213.0,0.0
14822,480113709.0,133898265.0,0.0,122456355.0,256354620.0,92836119.0
14825,141076936.0,33873695.0,1748664.0,10285356.0,45907715.0,52822950.0
14828,2430702543.0,322228318.0,0.0,33215270.0,355443588.0,161135776.0
14829,287535651.0,19259025.0,0.0,4436084.0,23695109.0,14932326.0
14838,64075866.0,11695267.0,0.0,767249.0,12462516.0,16229248.0
14840,17853017.0,4190490.0,0.0,932594.0,5123084.0,11488040.0
14841,142840059.0,0.0,0.0,107656.0,107656.0,0.0
14850,1322566160.0,0.0,0.0,4235324.0,4235324.0,0.0
14874,5412253717.0,951551824.0,0.0,155813397.0,1107365221.0,272323.0
14875,18960229505.0,3678009061.0,0.0,566500421.0,4244509482.0,542253791.0
14877,1288564488.0,4783755.0,0.0,4944321.0,9728076.0,0.0
14883,561255690.0,95992923.0,0.0,14513775.0,110506698.0,462644.0
14888,48726078.0,8910488.0,0.0,1071171.0,9981659.0,0.0
14889,130060689.0,26665935.0,0.0,14975408.0,41641343.0,1992895.0
14891,105199341.0,6375080.0,0.0,1274805.0,7649885.0,0.0
14892,1069917474.0,199075701.0,0.0,43391646.0,242467347.0,0.0
14903,9528906.0,521707.0,0.0,71146.0,592853.0,0.0
14917,1130082920.0,253621876.0,0.0,294904004.0,548525880.0,0.0
14930,143673285.0,29217430.0,0.0,4668146.0,33885576.0,0.0
14940,13422723.0,2440251.0,0.0,211461.0,2651712.0,0.0
14942,4934419466.0,997215608.0,280749459.0,78894435.0,1356859502.0,1276153076.0
14943,285680448.0,82940609.0,0.0,90964300.0,173904909.0,64231560.0
14949,1221568002.0,242359323.0,0.0,40104103.0,282463426.0,388283144.0
14961,4852316642.0,898846021.0,14619.0,132875153.0,1031735793.0,51294125.0
14965,97865408.0,17615773.0,0.0,528473.0,18144246.0,0.0
14973,8617798462.0,927578689.0,0.0,97623157.0,1025201846.0,0.0
14976,16522950076.0,3104757399.0,4972321.0,445693134.0,3555422854.0,0.0
14985,175448940.0,36122427.0,0.0,27071817.0,63194244.0,0.0
14987,11358938580.0,2052615893.0,0.0,513225677.0,2565841570.0,0.0
14990,36466744.0,4377708.0,0.0,165335.0,4543043.0,11962.0
14996,174854597.0,13112777.0,0.0,1277600.0,14390377.0,0.0
15001,404249567.0,76403163.0,0.0,23110942.0,99514105.0,0.0
15010,5367778.0,1072481.0,0.0,643811.0,1716292.0,0.0
15012,1236448337.0,246850344.0,20.0,156612025.0,403462389.0,13031152.0
15014,202250420.0,53087584.0,0.0,41622212.0,94709796.0,1144290.0
15018,972649199.0,174450877.0,0.0,58733652.0,233184529.0,0.0
15022,10034497901.0,1866422037.0,0.0,403264941.0,2269686978.0,5660967986.0
15023,19160686608.0,3524985224.0,0.0,242309880.0,3767295104.0,34195738.0
15036,153620769.0,34879047.0,10.0,11940570.0,46819627.0,3198972.0
15041,103478700.0,18812425.0,0.0,1630197.0,20442622.0,0.0
15044,12016474.0,3460744.0,0.0,3569371.0,7030115.0,0.0
15050,955994409.0,248091995.0,0.0,160966956.0,409058951.0,795342217.0
15058,3166194059.0,560504382.0,0.0,29526075.0,590030457.0,0.0
15060,109352992.0,25132347.0,84810.0,3085886.0,28303043.0,0.0
15065,6950046.0,1263962.0,0.0,115681.0,1379643.0,0.0
15067,44902879.0,0.0,0.0,20000.0,20000.0,0.0
15068,140935543.0,8540693.0,0.0,1707856.0,10248549.0,0.0
15088,628510144.0,76865216.0,0.0,2504655.0,79369871.0,0.0
15094,6043356.0,1261852.0,0.0,1033799.0,2295651.0,0.0
15104,1654782633.0,299347859.0,60.0,27580760.0,326928679.0,0.0
15106,205412745.0,44012813.0,0.0,37512890.0,81525703.0,52025423.0
15107,39037414.0,8680951.0,0.0,9726230.0,18407181.0,0.0
15110,245958177.0,42320483.0,0.0,10616870.0,52937353.0,65163152.0
15122,822727318.0,58169627.0,0.0,41847568.0,100017195.0,0.0
15126,209795038.0,39651260.0,0.0,11993979.0,51645239.0,0.0
15127,574951.0,0.0,0.0,10000.0,10000.0,0.0
15137,3276406181.0,360813978.0,0.0,48467610.0,409281588.0,0.0
15140,201437922.0,36620576.0,0.0,1902469.0,38523045.0,0.0
15142,350062134.0,71112626.0,0.0,48539658.0,119652284.0,0.0
15150,1632150480.0,308274483.0,0.0,92707172.0,400981655.0,0.0
15155,1638546086.0,306769180.0,0.0,76942038.0,383711218.0,86353059.0
15167,366848966.0,22058817.0,0.0,1483725.0,23542542.0,0.0
15168,25886986.0,4659657.0,0.0,139789.0,4799446.0,0.0
15169,1408438175.0,0.0,0.0,29013825.0,29013825.0,0.0
15172,7560124601.0,1389062226.0,0.0,415251146.0,1804313372.0,44786.0
15175,207081998.0,20873433.0,0.0,837687.0,21711120.0,0.0
15178,15318994907.0,2863960665.0,2837443.0,749817521.0,3616615629.0,76288621.0
15182,1934244262.0,439556998.0,0.0,33109406.0,472666404.0,0.0
15188,1229797156.0,0.0,0.0,1290000.0,1290000.0,3491242.0
15190,70688154.0,12723867.0,0.0,381716.0,13105583.0,0.0
15200,262501684.0,52557889.0,0.0,31947938.0,84505827.0,0.0
15201,8677537.0,1577574.0,0.0,156096.0,1733670.0,0.0
15205,6121220435.0,1213350837.0,0.0,1727025218.0,2940376055.0,163406897.0
15209,32539418.0,8085849.0,2961463.0,4445952.0,15493264.0,1473062.0
15215,567551531.0,101429723.0,0.0,4954157.0,106383880.0,438949661.0
15223,60048179.0,0.0,0.0,200000.0,200000.0,0.0
15230,14050464856.0,3000074955.0,209961113.0,893679841.0,4103715909.0,2928907257.0
15240,589477367.0,107419849.0,1330422.0,9474734.0,118225005.0,114356783.0
15244,226557781.0,48286422.0,39946873.0,4452879.0,92686174.0,0.0
15262,125652395.0,23496023.0,0.0,2006079.0,25502102.0,0.0
15263,302039443.0,61962498.0,0.0,46533570.0,108496068.0,64102669.0
15267,640027866.0,71907451.0,0.0,18333473.0,90240924.0,39176620.0
15270,294028907.0,0.0,0.0,350000.0,350000.0,16114358.0
15273,48538517.0,9332844.0,2553418.0,1151105.0,13037367.0,0.0
15282,202507342.0,0.0,0.0,20000.0,20000.0,0.0
15287,333473917.0,69241095.0,0.0,54896788.0,124137883.0,156970399.0
15302,75604243.0,4536254.0,0.0,136087.0,4672341.0,0.0
15308,15662625002.0,2946270792.0,0.0,810053367.0,3756324159.0,0.0
15310,655392.0,0.0,0.0,30000.0,30000.0,0.0
15315,221771997.0,39918959.0,0.0,1197568.0,41116527.0,0.0
15316,91300558.0,5318210.0,0.0,1862089.0,7180299.0,0.0
15317,833420.0,186060.0,0.0,72121.0,258181.0,444141.0
15324,1164084604.0,208845738.0,0.0,7926441.0,216772179.0,0.0
15327,39030579.0,6886455.0,0.0,1919087.0,8805542.0,0.0
15336,14213036113.0,2637760187.0,86608769.0,475682159.0,3200051115.0,4102975915.0
15338,204675078.0,45494817.0,1792988.0,52646364.0,99934169.0,85816522.0
15349,47714284.0,6000705.0,0.0,735691.0,6736396.0,0.0
15361,53425359024.0,11671865296.0,24243396.0,1986962245.0,13683070937.0,0.0
15365,327226805.0,63097769.0,1382400.0,6944551.0,71424720.0,0.0
15369,21004397661.0,3876658105.0,0.0,1198069548.0,5074727653.0,0.0
15372,2660969.0,483764.0,0.0,41920.0,525684.0,0.0
15381,822668307.0,0.0,0.0,440000.0,440000.0,4671167.0
15382,4884267712.0,579412788.0,0.0,40375022.0,619787810.0,1368970.0
15383,187620189.0,36541790.0,0.0,17056352.0,53598142.0,13905997.0
15385,5872520611.0,1218508261.0,36197844.0,720897322.0,1975603427.0,219688429.0
15394,385543094.0,58598742.0,0.0,6931976.0,65530718.0,8507119.0
15406,18829913.0,3502329.0,0.0,299013.0,3801342.0,0.0
15414,772441718.0,113580940.0,0.0,12434881.0,126015821.0,16439696.0
15415,96729748.0,27544343.0,0.0,28908956.0,56453299.0,0.0
15418,187531525.0,11251891.0,0.0,337556.0,11589447.0,0.0
15422,97800000.0,5926680.0,0.0,1185140.0,7111820.0,0.0
15429,748566962.0,137869284.0,0.0,22032287.0,159901571.0,0.0
15433,3439754.0,0.0,0.0,10000.0,10000.0,0.0
