,SND_MNTPRD_A,SND_MNTTVA_A,SND_MNTDRC_A,SND_MNTAVA_A,SND_MNTTAX_A,SND_MNTPAY_A,SND_MNTAIR_A
5693,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5701,1170967097.0,0.0,0.0,0.0,710000.0,710000.0,0.0
5723,669999248.0,18474235.0,0.0,0.0,8945131.0,27419366.0,0.0
5724,279297438.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5725,11000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5728,3038688476.0,0.0,0.0,0.0,520000.0,520000.0,0.0
5734,593819111.0,0.0,0.0,0.0,510000.0,510000.0,0.0
5735,2449053352.0,0.0,0.0,0.0,2590000.0,2590000.0,0.0
5755,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5758,292405495.0,0.0,0.0,0.0,130000.0,130000.0,0.0
5762,2018909311.0,0.0,0.0,0.0,1380000.0,1380000.0,0.0
5764,55000000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
5770,49087145908.0,0.0,0.0,0.0,20110000.0,20110000.0,0.0
5771,33000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5775,33900000.0,0.0,0.0,0.0,120000.0,120000.0,0.0
5778,431192032926.0,0.0,0.0,0.0,22830000.0,22830000.0,0.0
5780,106350027.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5785,1835253268.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5786,7818986.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5787,137516145.0,0.0,0.0,0.0,150000.0,150000.0,0.0
5788,85455925.0,0.0,0.0,0.0,0.0,0.0,0.0
5789,197184649.0,0.0,0.0,0.0,40000.0,40000.0,0.0
5806,64002500.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5816,27400000.0,0.0,0.0,0.0,130000.0,130000.0,0.0
5817,22707918662.0,0.0,0.0,0.0,300000.0,300000.0,0.0
5822,500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5837,21000000.0,0.0,0.0,0.0,210000.0,210000.0,0.0
5840,69034603.0,0.0,0.0,0.0,50000.0,50000.0,0.0
5842,1800000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5851,375700000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5859,997351425.0,0.0,0.0,0.0,940000.0,940000.0,0.0
5873,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5876,488533393.0,1096409.0,0.0,0.0,624353.0,1720762.0,0.0
5881,27909133193.0,2591643137.0,793188421.0,0.0,102214880.0,3487046438.0,0.0
5921,41355782.0,0.0,0.0,0.0,40000.0,40000.0,0.0
5927,24636361.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5937,9713396760.0,0.0,0.0,0.0,4850000.0,4850000.0,0.0
5956,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5958,112000000.0,0.0,0.0,0.0,170000.0,170000.0,0.0
5970,12296830.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5977,3000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5987,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5992,1657507165.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5993,576919114.0,0.0,0.0,0.0,280000.0,280000.0,0.0
6000,5000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6001,55500000.0,0.0,0.0,0.0,410000.0,410000.0,0.0
6007,4000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6009,637060212.0,28930.0,0.0,0.0,70437.0,99367.0,0.0
6019,18011513.0,0.0,0.0,0.0,0.0,0.0,0.0
6020,500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6046,246412831737.0,0.0,0.0,0.0,28685000.0,28685000.0,0.0
6049,40000000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
6067,8054183923.0,0.0,0.0,0.0,550000.0,550000.0,0.0
6073,294729848.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6081,15515965371.0,0.0,0.0,0.0,380000.0,380000.0,0.0
6082,2700000.0,0.0,0.0,0.0,80000.0,80000.0,0.0
6087,59625637.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6091,35661511.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6095,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6098,6000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6105,308904934.0,0.0,0.0,0.0,310000.0,310000.0,0.0
6111,24000000.0,0.0,0.0,0.0,170000.0,170000.0,0.0
6114,123610106.0,0.0,0.0,0.0,100000.0,100000.0,0.0
6120,2450834971.0,686917.0,0.0,0.0,493207.0,1180124.0,928194.0
6122,2481509.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6135,35000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6145,774587048.0,0.0,0.0,0.0,90000.0,90000.0,0.0
6149,1371085850.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6152,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6153,1800000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6158,25000000.0,0.0,0.0,0.0,2670000.0,2670000.0,0.0
6159,2585835519.0,29430000.0,0.0,0.0,1590000.0,31020000.0,0.0
6167,191691934.0,0.0,0.0,0.0,150000.0,150000.0,0.0
6169,1321181723.0,8416328.0,0.0,0.0,8740854.0,17157182.0,0.0
6172,12000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6174,29766675134.0,0.0,0.0,0.0,290000.0,290000.0,0.0
6176,27771458.0,0.0,0.0,0.0,50000.0,50000.0,0.0
6181,3470067231.0,0.0,0.0,0.0,4740000.0,4740000.0,0.0
6208,110248493.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6212,18090174697.0,33440200.0,0.0,0.0,16889204.0,50329404.0,0.0
6221,953443505.0,0.0,0.0,0.0,510000.0,510000.0,0.0
6225,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6247,10236530454.0,0.0,0.0,0.0,240000.0,240000.0,0.0
6251,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6259,17500000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
6268,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6271,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6277,202458493.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6281,88500000.0,0.0,0.0,0.0,330000.0,330000.0,0.0
6282,9000000.0,0.0,0.0,0.0,80000.0,80000.0,0.0
6284,830344890.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6287,16308940.0,1011646.0,0.0,0.0,294298.0,1305944.0,0.0
6288,2664100896.0,0.0,0.0,0.0,1180000.0,1180000.0,0.0
6293,4200000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6304,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6308,6500000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6314,1490314646.0,0.0,0.0,0.0,170000.0,170000.0,0.0
6332,16542600.0,0.0,0.0,0.0,50000.0,50000.0,0.0
6336,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6337,6000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6348,199833174.0,20721821.0,0.0,0.0,4473653.0,25195474.0,0.0
6357,61905886.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6361,1500000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6372,649081600.0,0.0,0.0,0.0,150000.0,150000.0,0.0
6373,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6383,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6392,300000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6394,747142662.0,0.0,0.0,0.0,80000.0,80000.0,0.0
6397,16913422.0,295569.0,0.0,0.0,69104.0,364673.0,0.0
6398,3349994.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6401,14000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6405,272996840.0,0.0,0.0,0.0,850000.0,850000.0,0.0
6421,11800000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6428,6000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6432,9072790169.0,104777508.0,0.0,0.0,11522822.0,116300330.0,0.0
6439,30000000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
6456,30117660.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6458,53033540.0,0.0,0.0,0.0,150000.0,150000.0,0.0
6461,5149760813.0,0.0,0.0,0.0,2880000.0,2880000.0,0.0
6475,333347705.0,0.0,0.0,0.0,360000.0,360000.0,0.0
6480,9123686.0,28495.0,0.0,0.0,10000.0,38495.0,0.0
6482,414974856366.0,0.0,0.0,0.0,10950000.0,10950000.0,0.0
6501,88457134.0,0.0,0.0,0.0,210000.0,210000.0,0.0
6502,358518276.0,0.0,0.0,0.0,1340000.0,1340000.0,0.0
6526,2440800.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6534,267293970.0,0.0,0.0,0.0,190000.0,190000.0,0.0
6541,2069726359.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6556,3069598990.0,2307483.0,0.0,0.0,1022096.0,3329579.0,0.0
6566,1500000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6577,5000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6581,138000000.0,0.0,0.0,0.0,440000.0,440000.0,0.0
6582,199484417.0,3003040.0,0.0,0.0,490230.0,3493270.0,0.0
6587,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6588,19000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
6601,160587493.0,7132764.0,0.0,0.0,303982.0,7436746.0,0.0
6613,8250000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6634,600000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6638,517741947.0,0.0,0.0,0.0,240000.0,240000.0,0.0
6641,12810240620.0,0.0,0.0,0.0,8460000.0,8460000.0,0.0
6655,2500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6677,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6680,22154376949.0,0.0,0.0,0.0,10530000.0,10530000.0,0.0
6686,14500000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
6703,2160892641.0,0.0,0.0,0.0,430000.0,430000.0,0.0
6707,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6708,600000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6715,2731530.0,0.0,0.0,0.0,0.0,0.0,0.0
6720,40873650.0,0.0,0.0,0.0,110000.0,110000.0,0.0
6730,2725076771.0,0.0,0.0,0.0,70000.0,70000.0,0.0
6734,4500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6745,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6762,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6764,5109372124.0,0.0,0.0,0.0,2490000.0,2490000.0,0.0
6765,271627150.0,0.0,0.0,0.0,420000.0,420000.0,0.0
6772,905944314.0,0.0,0.0,0.0,240000.0,240000.0,0.0
6774,11678621.0,0.0,0.0,0.0,0.0,0.0,0.0
6780,4000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6782,4553000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6790,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
6795,26817874.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6799,8000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6805,17934639378.0,0.0,0.0,0.0,34320000.0,34320000.0,0.0
6826,248592303.0,0.0,0.0,0.0,50000.0,50000.0,0.0
6828,2400000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6834,116000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6835,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6838,24000000.0,0.0,0.0,0.0,150000.0,150000.0,0.0
6840,1298145902.0,0.0,0.0,0.0,130000.0,130000.0,0.0
6844,10000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
6854,21786639.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6858,497287663.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6859,8226682884.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0
6869,33000000.0,0.0,0.0,0.0,160000.0,160000.0,0.0
6884,325828460.0,2023405.0,0.0,0.0,1821453.0,3844858.0,0.0
6916,5750000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6918,131139360.0,0.0,0.0,0.0,60000.0,60000.0,0.0
6922,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
6923,80831838.0,0.0,0.0,0.0,0.0,0.0,0.0
6930,774923064.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6946,5000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6952,11000000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
6958,11000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
6964,8942152022.0,0.0,0.0,0.0,800000.0,800000.0,0.0
6982,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
6993,72612135.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7007,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7026,14900000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7037,30000000.0,0.0,0.0,0.0,130000.0,130000.0,0.0
7046,219289169.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7049,180443258813.0,0.0,0.0,0.0,13480000.0,13480000.0,0.0
7055,906290616.0,0.0,0.0,0.0,130000.0,130000.0,0.0
7064,13000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7086,19000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
7089,109396853542.0,0.0,0.0,0.0,7040000.0,7040000.0,0.0
7097,99053526.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7098,466000000.0,0.0,0.0,0.0,210000.0,210000.0,0.0
7106,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7113,29000000.0,0.0,0.0,0.0,150000.0,150000.0,0.0
7123,180077869.0,6723203.0,0.0,0.0,150000.0,6873203.0,0.0
7124,23000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7142,294340850.0,0.0,0.0,0.0,100000.0,100000.0,0.0
7144,486349736.0,0.0,0.0,0.0,90000.0,90000.0,0.0
7163,47112406878.0,0.0,0.0,0.0,1350000.0,1350000.0,0.0
7169,5000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7175,3000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
7181,48757655.0,0.0,0.0,0.0,250000.0,250000.0,0.0
7197,101833798.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7206,7000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7212,13520819355.0,0.0,0.0,0.0,1965000.0,1965000.0,0.0
7214,6345756733.0,615144.0,0.0,0.0,382631.0,997775.0,0.0
7215,69327597471.0,6256850.0,0.0,0.0,4362529.0,10619379.0,0.0
7220,30669300.0,50002.0,0.0,0.0,51677.0,101679.0,0.0
7230,27000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7233,2000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7242,16386899.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7252,41232761.0,0.0,0.0,0.0,240000.0,240000.0,0.0
7257,767349623.0,0.0,0.0,0.0,210000.0,210000.0,0.0
7279,8000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7284,301000000.0,0.0,0.0,0.0,350000.0,350000.0,0.0
7288,2437177106.0,0.0,0.0,0.0,2330000.0,2330000.0,0.0
7292,4000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7324,45000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
7328,938170492.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7333,302939581.0,0.0,0.0,0.0,862042.0,862042.0,0.0
7339,52621682.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7341,295605080.0,0.0,0.0,0.0,0.0,0.0,0.0
7359,1631230270.0,0.0,0.0,0.0,0.0,0.0,0.0
7362,1020685505.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7369,300000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7379,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7384,76598385.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7389,12895972921.0,0.0,0.0,0.0,7890000.0,7890000.0,0.0
7397,4568529615.0,3739253.0,0.0,0.0,1811394.0,5550647.0,12208.0
7407,93973108.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7410,43000000.0,0.0,0.0,0.0,570000.0,570000.0,0.0
7418,68637468.0,185721.0,0.0,0.0,245771.0,431492.0,0.0
7419,3000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7421,63528130.0,0.0,0.0,0.0,230000.0,230000.0,0.0
7429,20073373495.0,4604833.0,0.0,0.0,3050000.0,7654833.0,0.0
7439,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7449,23308806163.0,0.0,0.0,0.0,390000.0,390000.0,0.0
7463,4890000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7478,39000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7485,3508887892.0,4539643.0,0.0,0.0,499055.0,5038698.0,0.0
7486,4653829039.0,0.0,0.0,0.0,2710000.0,2710000.0,0.0
7488,15120994.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7535,274967.0,0.0,0.0,0.0,0.0,0.0,0.0
7538,239944394.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7540,7000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
7546,597831509.0,1634750.0,0.0,0.0,2504623.0,4139373.0,0.0
7547,37342578.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7550,13899750.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7553,10000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7566,119415000.0,0.0,0.0,0.0,470000.0,470000.0,0.0
7569,693474240.0,0.0,0.0,0.0,735000.0,735000.0,0.0
7577,456882485.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7583,6576751254.0,0.0,0.0,0.0,1310000.0,1310000.0,0.0
7584,170848846.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7587,63856923143.0,0.0,0.0,0.0,13780000.0,13780000.0,0.0
7588,11903168837.0,46044.0,0.0,0.0,3800000.0,3846044.0,0.0
7590,599664033.0,0.0,0.0,0.0,420000.0,420000.0,0.0
7594,7000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7596,1613608974.0,0.0,0.0,0.0,320000.0,320000.0,0.0
7602,9247140.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7611,65000000.0,0.0,0.0,0.0,170000.0,170000.0,0.0
7613,500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7615,89063852.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7622,22000000.0,0.0,0.0,0.0,120000.0,120000.0,0.0
7624,1798500167.0,129063.0,0.0,0.0,240000.0,369063.0,0.0
7626,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7631,919452811.0,4374717.0,0.0,0.0,4511064.0,8885781.0,0.0
7670,14642724774.0,0.0,0.0,0.0,3510000.0,3510000.0,0.0
7679,111817820.0,0.0,0.0,0.0,570000.0,570000.0,0.0
7680,46076203.0,0.0,0.0,0.0,0.0,0.0,0.0
7685,5500000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7695,49008595.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7699,5228351953.0,0.0,0.0,0.0,10820000.0,10820000.0,0.0
7701,3500000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7702,9500000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
7704,111210896.0,0.0,0.0,0.0,310000.0,310000.0,0.0
7707,5483500.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7710,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7727,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7732,3259129467.0,0.0,0.0,0.0,710000.0,710000.0,0.0
7733,3000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7739,21000000.0,0.0,0.0,0.0,200000.0,200000.0,0.0
7742,97000000.0,0.0,0.0,0.0,240000.0,240000.0,0.0
7744,47000000.0,0.0,0.0,0.0,410000.0,410000.0,0.0
7747,2108109.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7764,320917555.0,0.0,0.0,0.0,100000.0,100000.0,0.0
7765,1816162.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7770,45196159.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7771,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7773,80217548.0,0.0,0.0,0.0,230000.0,230000.0,0.0
7776,5000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7792,70291545.0,0.0,0.0,0.0,310000.0,310000.0,0.0
7818,4000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7826,11430200.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7838,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7839,490543595.0,0.0,0.0,0.0,150000.0,150000.0,0.0
7862,42180523.0,0.0,0.0,0.0,30000.0,30000.0,0.0
7868,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7875,32723974.0,1516798.0,0.0,0.0,1698638.0,3215436.0,0.0
7878,825115008.0,0.0,0.0,0.0,270000.0,270000.0,0.0
7887,4769745828.0,487030.0,0.0,0.0,1627099.0,2114129.0,0.0
7895,585185153.0,0.0,0.0,0.0,580000.0,580000.0,0.0
7897,90708113.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7902,3239000885.0,0.0,0.0,0.0,305000.0,305000.0,0.0
7903,109012449.0,5949164.0,0.0,0.0,3602050.0,9551214.0,0.0
7917,6000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7919,183449474.0,0.0,0.0,0.0,20000.0,20000.0,0.0
7932,2593742055.0,0.0,0.0,0.0,750000.0,750000.0,0.0
7936,1233325638.0,0.0,0.0,0.0,130000.0,130000.0,0.0
7947,665762249.0,0.0,0.0,0.0,600000.0,600000.0,0.0
7953,553634916.0,0.0,0.0,0.0,300000.0,300000.0,0.0
7956,3000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
7960,14870317061.0,0.0,0.0,0.0,4750000.0,4750000.0,0.0
7962,7021065007.0,24039241.0,0.0,0.0,3855864.0,27895105.0,0.0
7976,2400000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
7977,3725809405.0,0.0,0.0,0.0,545000.0,545000.0,0.0
7978,616541409.0,0.0,0.0,0.0,120000.0,120000.0,0.0
7981,134187293.0,0.0,0.0,0.0,470000.0,470000.0,0.0
7982,1012215435.0,0.0,0.0,0.0,560000.0,560000.0,0.0
7984,38000000.0,0.0,0.0,0.0,150000.0,150000.0,0.0
7988,33366544311.0,0.0,0.0,0.0,2590000.0,2590000.0,0.0
7989,96000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
7993,3000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
8000,117000000.0,0.0,0.0,0.0,310000.0,310000.0,0.0
8002,102200000.0,0.0,0.0,0.0,640000.0,640000.0,0.0
8004,72500000.0,0.0,0.0,0.0,120000.0,120000.0,0.0
8012,8000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
8028,6400000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
8038,2907812.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8051,1263714960.0,0.0,0.0,0.0,8450000.0,8450000.0,0.0
8055,219357591.0,0.0,0.0,0.0,370000.0,370000.0,0.0
8059,190662003.0,0.0,0.0,0.0,60000.0,60000.0,0.0
8065,7000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
8067,257933092.0,0.0,0.0,0.0,120000.0,120000.0,0.0
8077,107864802.0,0.0,0.0,0.0,60000.0,60000.0,0.0
8082,451714401.0,0.0,0.0,0.0,160000.0,160000.0,0.0
8100,18444196.0,0.0,0.0,0.0,0.0,0.0,0.0
8104,92574751.0,0.0,0.0,0.0,30000.0,30000.0,0.0
8115,375631169.0,0.0,0.0,0.0,120000.0,120000.0,0.0
8118,48914227237.0,0.0,0.0,0.0,1710000.0,1710000.0,0.0
8119,25000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
8122,660883209.0,3344528.0,0.0,0.0,1041052.0,4385580.0,0.0
8124,8530553560.0,9316558.0,0.0,0.0,3373004.0,12689562.0,0.0
8137,8000000.0,0.0,0.0,0.0,80000.0,80000.0,0.0
8166,92050412239.0,7549519.0,0.0,0.0,6439336.0,13988855.0,0.0
8167,721763310.0,0.0,0.0,0.0,100000.0,100000.0,0.0
8197,6376167150.0,0.0,0.0,0.0,4700000.0,4700000.0,0.0
8199,1949155002.0,221940.0,0.0,0.0,326624.0,548564.0,0.0
8221,74477110.0,0.0,0.0,0.0,520000.0,520000.0,0.0
8222,5000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8227,19000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
8246,9000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
8251,6000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8255,10478795248.0,102908.0,0.0,0.0,2436982.0,2539890.0,0.0
8258,66388186.0,0.0,0.0,0.0,470000.0,470000.0,0.0
8264,40000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
8268,247702309444.0,0.0,6074122.0,0.0,140754024.0,146828146.0,88435547.0
8272,4688889702.0,0.0,0.0,0.0,4500000.0,4500000.0,0.0
8273,705082010.0,0.0,0.0,0.0,470000.0,470000.0,0.0
8286,62243111.0,0.0,0.0,0.0,180000.0,180000.0,0.0
8289,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8294,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8296,1041873520.0,0.0,0.0,0.0,30000.0,30000.0,0.0
8300,35229395.0,0.0,0.0,0.0,160000.0,160000.0,0.0
8302,1685263440.0,0.0,0.0,0.0,2890000.0,2890000.0,0.0
8304,316050887.0,0.0,0.0,0.0,780000.0,780000.0,0.0
8307,435632107.0,0.0,0.0,0.0,0.0,0.0,0.0
8313,996878787.0,0.0,0.0,0.0,1670000.0,1670000.0,0.0
8328,1035305022589.0,0.0,0.0,0.0,962280000.0,962280000.0,0.0
8340,10500000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
8346,8000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
8349,3706821378.0,0.0,0.0,0.0,600000.0,600000.0,0.0
8356,20000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
8365,93828862.0,209920.0,0.0,0.0,426020.0,635940.0,0.0
8371,512962929.0,0.0,0.0,0.0,110000.0,110000.0,0.0
8373,1399621.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8380,166472321.0,0.0,0.0,0.0,40000.0,40000.0,0.0
8390,1800000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
8403,13636167190.0,0.0,0.0,0.0,470000.0,470000.0,0.0
8407,59956618.0,0.0,0.0,0.0,190000.0,190000.0,0.0
8409,8553234.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,44000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
8440,293693216.0,0.0,0.0,0.0,90000.0,90000.0,0.0
8442,448445023.0,0.0,0.0,0.0,0.0,0.0,0.0
8449,77000000.0,0.0,0.0,0.0,410000.0,410000.0,0.0
8461,118859994.0,0.0,0.0,0.0,30000.0,30000.0,0.0
