,CTR_OFODEC,CTR_OFODEP,CTR_OFODET,CTR_OBLAUT,CTR_OBLASS,CTR_ODTIMB,CTR_OBLTHO,CTR_OBLDLI,CTR_OBLTVI,target,GROUP
11240,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.593168161690492,1
11241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.933188391835944,1
11242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.880077780561752,1
11243,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.21214654200366,1
11244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.261565953750734,1
11246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.132422737866685,1
11247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.547240761579303,1
11248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11249,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11250,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.017162471104648,1
11251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.360194725779547,1
11252,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.005322272518352,1
11253,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.383088279701767,1
11255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.876515306671426,1
11256,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.49228849100369,1
11257,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,18.434954714390408,1
11258,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.735591457863315,1
11260,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11261,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.213122336036356,1
11262,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.60163779079751,1
11265,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11266,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.410193955913085,1
11267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.795767197790425,1
11268,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.801442211957802,1
11269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.651388338987307,1
11270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11271,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.152107726526012,1
11272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.587030745330456,1
11273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.079637567595793,1
11275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.168532236849105,1
11276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66725320606017,1
11277,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11278,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,13.564440671209226,1
11279,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.03433288243066,1
11280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.933856517302745,1
11281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.754509882184315,1
11282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.745435610274381,1
11283,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.388701618931767,1
11284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.427843483284393,1
11285,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.104312253404254,1
11286,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,19.935232844525327,1
11287,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.26156669362195,1
11288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.426912404305302,1
11289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.36449439653781,1
11290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.087624511164412,1
11291,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.130060683609447,1
11292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.785985641090827,1
11293,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.692489587862273,1
11294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.23932367914123,1
11295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.890795771645566,1
11296,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,16.22738099439319,1
11297,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.828957250612785,1
11298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.701028000135134,1
11299,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.716686755286489,1
11300,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.528034701831293,1
11301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.763771901259751,1
11302,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.899909588149564,1
11304,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,10.030648698152806,1
11305,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11306,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.08486492704385,1
11307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.252978193769641,1
11308,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.664134371948,1
11309,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.6421597266406,1
11310,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.424425294364468,1
11311,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.624930241134287,1
11312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.140235493004232,1
11313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.834374257983464,1
11315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.521447598452609,1
11316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.484462981234289,1
11317,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.404491469317986,1
11318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.061618861784986,1
11319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.866282566505964,1
11321,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.05437396944974,1
11322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.479343214519012,1
11323,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.444322951401826,1
11324,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11325,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.81869542662236,1
11327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.434254314058276,1
11328,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.577645585328902,1
11329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.767947666674347,1
11330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.841491347309038,1
11331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.260772991600927,1
11332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.804437225829652,1
11333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.642742377850402,1
11334,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.348268836396898,1
11335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11336,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11337,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.18397198553564,1
11338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.162837748944348,1
11339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.381927810584047,1
11340,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.968887193275346,1
11341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.847718448479565,1
11343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.669508587043556,1
11344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.242061177444606,1
11345,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.633323211966815,1
11347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.57484474391469,1
11348,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.670689389258781,1
11349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11350,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.878575799868752,1
11351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.019272277108406,1
11352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.902297873067393,1
11353,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0
11354,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.081565879143994,1
11355,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.322289068146642,1
11356,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11357,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.65060198910733,1
11358,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.534086198455286,1
11360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.34818040160721,1
11361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.680337819067626,1
11362,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.267341942617355,1
11363,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11364,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11365,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.911171712839494,1
11367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.598749097712767,1
11368,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.783117523077204,1
11369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.793862088206213,1
11370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11371,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11372,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.097426644639867,1
11373,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.421260468905787,1
11374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.77729099294316,1
11375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.31599909383365,1
11376,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.35851324219384,1
11377,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.871815593166456,1
11378,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.320219916747796,1
11379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.391013952662075,1
11380,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.556102758483462,1
11381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.56309258305336,1
11382,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11383,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.955211218734163,1
11384,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.701745604790506,1
11385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.4724365928989,1
11386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.129480721162885,1
11387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.682494232102533,1
11388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.461901421814966,1
11390,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.59261787340668,1
11391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.001105631523814,1
11392,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.26191491647219,1
11393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.494601763758785,1
11394,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.747685129802264,1
11395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.91223039039949,1
11396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.784665861397748,1
11397,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11399,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11400,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11401,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.676122355470214,1
11402,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.368880638128688,1
11403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.235827186058092,1
11404,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.53296930291519,1
11405,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,17.15187419269179,1
11406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.002961437262645,1
11407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.347036957627115,1
11408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.36918541200882,1
11409,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,14.478116568917821,1
11410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.122132726094918,1
11411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.294357892194267,1
11413,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11414,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11415,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11416,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.643170618662767,1
11418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.325744809206213,1
11419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11420,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.205970800845366,1
11421,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.680379626872135,1
11422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.63255817318425,1
11423,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.788812295937664,1
11424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.740861552223187,1
11425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.034598697199792,1
11426,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.431242421865788,1
11428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.486497464850752,1
11429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.68519887080847,1
11430,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11431,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11432,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11433,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.917436683139336,1
11434,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.63771434633284,1
11436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.632427734861247,1
11437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11438,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.532566889298717,1
11439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.958358638756268,1
11440,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.77347886572944,1
11441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.09164759462036,1
11442,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,14.885307647849245,1
11443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.544937566091244,1
11445,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11446,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.778577540369016,1
11447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.644327183595,1
11448,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.374065500481105,1
11449,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11450,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.994080921154046,1
11451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.010669515045777,1
11452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.742759429513324,1
11455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.321563557507194,1
11456,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.990688439218669,1
11458,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.737782168672323,1
11459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.786352351933589,1
11460,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,21.31007899147437,1
11461,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.785135255173554,1
11462,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.742220245304118,1
11463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.325593305866306,1
11464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.252371614678154,1
11465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.822419771994882,1
11466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.811155021761135,1
11467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.38184362741257,1
11468,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.804867671674527,1
11469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.304648026897798,1
11472,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11473,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11474,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11475,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.37864777648242,1
11476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.973937825832556,1
11477,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.845269966850427,1
11479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.545052627973327,1
11480,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.761507846080013,1
11481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.835171574602734,1
11482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.643248070274744,1
11483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.25652183203623,1
11484,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.705973836057506,1
11486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.562826150708847,1
11487,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.082290679474394,1
11488,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.59458669137291,1
11489,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11490,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.789796979557837,1
11491,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.186192787514845,1
11492,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.69680065849663,1
11493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.862749996570573,1
11494,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11496,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.788184066119811,1
11497,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.836994833451946,1
11498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.276287667856714,1
11499,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.093634283285155,1
11500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.842506607253814,1
11501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.247865874535895,1
11502,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.123636273322788,1
11503,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.025700168100704,1
11504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.224490270535574,1
11505,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.942135735943186,1
11506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.100873712467255,1
11507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.304686600863562,1
11508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.648780744488594,1
11509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.26731354799491,1
11510,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.97973926532532,1
11511,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.122446185780154,1
11512,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11513,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.708662279698393,1
11514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.706859371631547,1
11515,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
11516,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,17.605438220590454,1
11517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.256666438360073,1
11518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.612172084923632,1
11519,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.099350554279464,1
11520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.365674964836092,1
11521,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.449375376790567,1
11522,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.574552688048037,1
11523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.063435693520516,1
11524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.318329607798463,1
11525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.401825994497989,1
11526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.235793996950353,1
11529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
